107,1505-1522-20170105-0016,1505,通辽市,20170105,1522,兴安盟,0016,3503,0.47,0.53,0,121.57691,43.820114,121.33702,46.20877,266,1505,通辽市,1522,兴安盟,迁出
108,1505-6401-20170105-0016,1505,通辽市,20170105,6401,银川,0016,3253,0,0.58,0.42,121.57691,43.820114,106.352974,38.2359,1800,1505,通辽市,6401,银川,迁出
109,1529-6501-20170105-0016,1529,阿拉善盟,20170105,6501,乌鲁木齐,0016,1096,0,0.9,0.1,102.44024,40.49706,87.7782,43.708073,1666,1529,阿拉善盟,6501,乌鲁木齐,迁出
110,1525-1307-20170105-0016,1525,锡林郭勒盟,20170105,1307,张家口,0016,1723,0.78,0.22,0,115.473564,44.18702,115.03827,40.867504,372,1525,锡林郭勒盟,1307,张家口,迁出
111,1525-3205-20170105-0016,1525,锡林郭勒盟,20170105,3205,苏州,0016,723,0,0.45,0.55,115.473564,44.18702,120.65313,31.379599,1533,1525,锡林郭勒盟,3205,苏州,迁出
112,1522-1505-20170105-0016,1522,兴安盟,20170105,1505,通辽,0016,2780,0.5,0.5,0,121.33702,46.20877,121.57691,43.820114,266,1522,兴安盟,1505,通辽,迁出
113,1522-1100-20170105-0016,1522,兴安盟,20170105,1100,北京,0016,1765,0.21,0.37,0.42,121.33702,46.20877,116.41949,40.186707,863,1522,兴安盟,1100,北京,迁出
114,1522-1507-20170105-0016,1522,兴安盟,20170105,1507,呼伦贝尔,0016,916,0.67,0.33,0,121.33702,46.20877,120.92084,49.560787,375,1522,兴安盟,1507,呼伦贝尔,迁出
115,1522-2207-20170105-0016,1522,兴安盟,20170105,2207,松原,0016,466,0.36,0.64,0,121.33702,46.20877,124.48433,44.8032,383,1522,兴安盟,2207,松原,迁出
116,1509-1501-20170105-0016,1509,乌兰察布市,20170105,1501,呼和浩特,0016,11584,0.4,0.6,0,112.43363,41.68491,111.509125,40.58843,159,1509,乌兰察布市,1501,呼和浩特,迁出
117,1509-1502-20170105-0016,1509,乌兰察布市,20170105,1502,包头,0016,4075,0.31,0.69,0,112.43363,41.68491,110.24727,41.54235,243,1509,乌兰察布市,1502,包头,迁出
118,1509-1525-20170105-0016,1509,乌兰察布市,20170105,1525,锡盟,0016,2728,0.32,0.68,0,112.43363,41.68491,115.473564,44.18702,437,1509,乌兰察布市,1525,锡盟,迁出
119,1509-1307-20170105-0016,1509,乌兰察布市,20170105,1307,张家口,0016,2281,0.56,0.44,0,112.43363,41.68491,115.03827,40.867504,303,1509,乌兰察布市,1307,张家口,迁出
120,2104-3100-20170105-0016,2104,抚顺市,20170105,3100,上海,0016,3767,0.02,0.16,0.82,124.66085,41.836105,121.461624,31.19809,1233,2104,抚顺市,3100,上海,迁出
121,2104-4101-20170105-0016,2104,抚顺市,20170105,4101,郑州,0016,1424,0.06,0.38,0.56,124.66085,41.836105,113.4771,34.62646,1477,2104,抚顺市,4101,郑州,迁出
122,2103-2101-20170105-0016,2103,鞍山市,20170105,2101,沈阳,0016,9444,0.32,0.68,0,123.015366,40.716843,123.14411,42.099224,154,2103,鞍山市,2101,沈阳,迁出
123,2103-2110-20170105-0016,2103,鞍山市,20170105,2110,辽阳,0016,6636,0.45,0.55,0,123.015366,40.716843,123.250435,41.18405,58,2103,鞍山市,2110,辽阳,迁出
124,2103-2102-20170105-0016,2103,鞍山市,20170105,2102,大连,0016,4019,0.31,0.69,0,123.015366,40.716843,122.21362,39.59564,153,2103,鞍山市,2102,大连,迁出
125,2103-2301-20170105-0016,2103,鞍山市,20170105,2301,哈尔滨,0016,2604,0.08,0.92,0,123.015366,40.716843,127.963104,45.63947,775,2103,鞍山市,2301,哈尔滨,迁出
126,2102-3100-20170105-0016,2102,大连市,20170105,3100,上海,0016,17097,0.16,0.18,0.66,122.21362,39.59564,121.461624,31.19809,936,2102,大连市,3100,上海,迁出
127,2102-4301-20170105-0016,2102,大连市,20170105,4301,长沙,0016,12303,0,0.36,0.64,122.21362,39.59564,113.15778,28.223972,1614,2102,大连市,4301,长沙,迁出
128,2102-1100-20170105-0016,2102,大连市,20170105,1100,北京,0016,9024,0.1,0.58,0.32,122.21362,39.59564,116.41949,40.186707,646,2102,大连市,1100,北京,迁出
129,2101-4101-20170105-0016,2101,沈阳市,20170105,4101,郑州,0016,20528,0.07,0.6,0.33,123.14411,42.099224,113.4771,34.62646,1356,2101,沈阳市,4101,郑州,迁出
130,2101-2107-20170105-0016,2101,沈阳市,20170105,2107,锦州,0016,16189,0.21,0.79,0,123.14411,42.099224,121.620384,41.46757,183,2101,沈阳市,2107,锦州,迁出
131,2101-2114-20170105-0016,2101,沈阳市,20170105,2114,葫芦岛,0016,14718,0.13,0.87,0,123.14411,42.099224,120.202644,40.626373,365,2101,沈阳市,2114,葫芦岛,迁出
132,2108-2101-20170105-0016,2108,营口市,20170105,2101,沈阳,0016,6713,0.25,0.75,0,122.46848,40.392708,123.14411,42.099224,204,2108,营口市,2101,沈阳,迁出
133,2108-2102-20170105-0016,2108,营口市,20170105,2102,大连,0016,5966,0.29,0.71,0,122.46848,40.392708,122.21362,39.59564,93,2108,营口市,2102,大连,迁出
134,2108-4201-20170105-0016,2108,营口市,20170105,4201,武汉,0016,2134,0,0.42,0.58,122.46848,40.392708,114.346756,30.621449,1410,2108,营口市,4201,武汉,迁出
135,2107-2114-20170105-0016,2107,锦州市,20170105,2114,葫芦岛,0016,7040,0.27,0.73,0,121.620384,41.46757,120.202644,40.626373,183,2107,锦州市,2114,葫芦岛,迁出
136,2107-2111-20170105-0016,2107,锦州市,20170105,2111,盘锦,0016,6057,0.57,0.43,0,121.620384,41.46757,122.00331,41.079155,61,2107,锦州市,2111,盘锦,迁出
137,2107-2113-20170105-0016,2107,锦州市,20170105,2113,朝阳,0016,3761,0.26,0.74,0,121.620384,41.46757,120.02017,41.512302,178,2107,锦州市,2113,朝阳,迁出
138,2107-2102-20170105-0016,2107,锦州市,20170105,2102,大连,0016,2776,0.19,0.81,0,121.620384,41.46757,122.21362,39.59564,218,2107,锦州市,2102,大连,迁出
139,2106-2105-20170105-0016,2106,丹东市,20170105,2105,本溪,0016,1512,0.26,0.74,0,124.40874,40.544647,124.57285,41.23053,78,2106,丹东市,2105,本溪,迁出
140,2106-2103-20170105-0016,2106,丹东市,20170105,2103,鞍山,0016,1073,0.48,0.52,0,124.40874,40.544647,123.015366,40.716843,156,2106,丹东市,2103,鞍山,迁出
